line,class_value
"    sub_item = proto_tree_add_item(tree, hf_pn_io_rs_specifier, tvb, offset, 2, ENC_BIG_ENDIAN)_",1
"    sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_rs_specifier)_",1
    /* RS_Specifier.SequenceNumber */,1
"        hf_pn_io_rs_specifier_sequence, &u16RSSpecifierSequenceNumber)_",1
    /* RS_Specifier.Reserved */,1
"        hf_pn_io_rs_specifier_reserved, &u16RSSpecifierReserved)_",1
    /* RS_Specifier.Specifier */,1
"        hf_pn_io_rs_specifier_specifier, &u16RSSpecifierSpecifier)_",1
    /* RS_TimeStamp */,1
"    sub_item_time_stamp = proto_tree_add_item(tree, hf_pn_io_rs_time_stamp, tvb, offset, 12, ENC_NA)_",1
"    sub_tree_time_stamp = proto_item_add_subtree(sub_item_time_stamp, ett_pn_io_rs_time_stamp)_",1
    /* RS_TimeStamp.Status */,1
"    dissect_dcerpc_uint16(tvb, offset, pinfo, sub_tree_time_stamp, drep,",1
"        hf_pn_io_rs_time_stamp_status, &u16RSTimeStampStatus)_",1
    /* RS_TimeStamp.TimeStamp */,1
    /* Start after from 2 bytes Status */,1
"    timestamp.secs = (time_t)tvb_get_ntoh48(tvb, offset + 2)_",1
    /* Start after from 4 bytes timestamp.secs */,1
"    timestamp.nsecs = (int)tvb_get_ntohl(tvb, offset + 8)_",1
    /* Start after from 2 bytes Status and get all 10 bytes */,1
"    proto_tree_add_time(sub_tree_time_stamp, hf_pn_io_rs_time_stamp_value, tvb, offset + 2, 10, &timestamp)_",1
    *u16RSBodyLength -= 12_,1
    /* RS_MinusError */,1
"        hf_pn_io_rs_minus_error, &u16RSMinorError)_",1
    /* RS_PlusError */,1
"        hf_pn_io_rs_plus_error, &u16RSPlusError)_",1
/* dissect the RS_IdentificationInfo */,1
"dissect_RS_IdentificationInfo(tvbuff_t *tvb, int offset,",1
    dcerpc_info di_ /* fake dcerpc_info struct */,1
    guint64     u64AMDeviceIdentificationDeviceSubID_,1
    guint64     u64AMDeviceIdentificationDeviceID_,1
    guint64     u64AMDeviceIdentificationVendorID_,1
    guint64     u64AM_DeviceIdentificationOrganization_,1
"    sub_item = proto_tree_add_item(tree, hf_pn_io_am_device_identification, tvb, offset, 8, ENC_BIG_ENDIAN)_",1
"    sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_am_device_identification)_",1
    /* AM_DeviceIdentification */,1
"    dissect_dcerpc_uint64(tvb, offset, pinfo, sub_tree, &di, drep,",1
"        hf_pn_io_am_device_identification_device_sub_id, &u64AMDeviceIdentificationDeviceSubID)_",1
"        hf_pn_io_am_device_identification_device_id, &u64AMDeviceIdentificationDeviceID)_",1
"        hf_pn_io_am_device_identification_vendor_id, &u64AMDeviceIdentificationVendorID)_",1
"    offset = dissect_dcerpc_uint64(tvb, offset, pinfo, sub_tree, &di, drep,",1
"        hf_pn_io_am_device_identification_organization, &u64AM_DeviceIdentificationOrganization)_",1
    /* IM_Tag_Function [32] */,1
"    proto_tree_add_item(tree, hf_pn_io_im_tag_function, tvb, offset, 32, ENC_ASCII|ENC_NA)_",1
    offset += 32_,1
    /* IM_Tag_Location [22] */,1
"    proto_tree_add_item(tree, hf_pn_io_im_tag_location, tvb, offset, 22, ENC_ASCII|ENC_NA)_",1
    offset += 22_,1
/* dissect the RS_EventDataExtension_Data */,1
"dissect_RS_EventDataExtension_Data(tvbuff_t *tvb, int offset,",1
"    packet_info *pinfo, proto_tree *tree, guint8 *drep,",1
"    guint8 *u8RSExtensionBlockLength, guint16 *u16RSBlockType)",1
    guint32     u32RSReasonCodeReason_,1
    guint32     u32RSReasonCodeDetail_,1
    guint8      u8LengthRSDomainIdentification = 16_,1
    guint8      u8LengthRSMasterIdentification = 8_,1
    guint16     u16SoE_DigitalInputCurrentValueValue_,1
    guint16     u16SoE_DigitalInputCurrentValueReserved_,1
    nstime_t timestamp_,1
    guint16 u16RSTimeStampStatus_,1
    proto_item *sub_item_time_stamp_,1
    proto_tree *sub_tree_time_stamp_,1
    switch (*u16RSBlockType) {,1
    case(0x4000): /* RS_StopObserver */,1
        /* RS_BlockType */,1
        /* RS_ReasonCode */,1
"        sub_item = proto_tree_add_item(tree, hf_pn_io_rs_reason_code, tvb, offset, 4, ENC_BIG_ENDIAN)_",1
"        sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_rs_reason_code)_",1
"        dissect_dcerpc_uint32(tvb, offset, pinfo, sub_tree, drep,",1
"            hf_pn_io_rs_reason_code_reason, &u32RSReasonCodeReason)_",1
"        offset = dissect_dcerpc_uint32(tvb, offset, pinfo, sub_tree, drep,",1
"            hf_pn_io_rs_reason_code_detail, &u32RSReasonCodeDetail)_",1
        *u8RSExtensionBlockLength -= 6_,1
    case(0x4001): /* RS_BufferObserver */,1
"        offset = dissect_pn_user_data(tvb, offset, pinfo, tree, *u8RSExtensionBlockLength, ""UserData"")_",1
        *u8RSExtensionBlockLength = 0_,1
    case(0x4002): /* RS_TimeStatus */,1
        /* Padding 1 + 1 + 16 + 8 = 26  or 1 + 1 + 16 + 8 + 12 = 38 */,1
        /* Therefore we need 2 byte padding to make the block u32 aligned */,1
"        offset = dissect_pn_padding(tvb, offset, pinfo, tree, 2)_",1
        *u8RSExtensionBlockLength -= 2_,1
        /* RS_DomainIdentification */,1
"        proto_tree_add_item(tree, hf_pn_io_rs_domain_identification, tvb, offset, u8LengthRSDomainIdentification, ENC_NA)_",1
        offset += u8LengthRSDomainIdentification_,1
        *u8RSExtensionBlockLength -= 16_,1
        /* RS_MasterIdentification */,1
"        proto_tree_add_item(tree, hf_pn_io_rs_master_identification, tvb, offset, u8LengthRSMasterIdentification, ENC_NA)_",1
        offset += u8LengthRSMasterIdentification_,1
        *u8RSExtensionBlockLength -= 8_,1
        if (*u8RSExtensionBlockLength > 2),1
            /* RS_TimeStamp */,1
"            sub_item_time_stamp = proto_tree_add_item(tree, hf_pn_io_rs_time_stamp, tvb, offset, 12, ENC_NA)_",1
"            sub_tree_time_stamp = proto_item_add_subtree(sub_item_time_stamp, ett_pn_io_rs_time_stamp)_",1
            /* RS_TimeStamp.Status */,1
"            dissect_dcerpc_uint16(tvb, offset, pinfo, sub_tree_time_stamp, drep,",1
"                hf_pn_io_rs_time_stamp_status, &u16RSTimeStampStatus)_",1
            /* RS_TimeStamp.TimeStamp */,1
"            timestamp.secs = (time_t)tvb_get_ntoh48(tvb, offset + 2)_ // Start after from 2 bytes Status",1
"            timestamp.nsecs = (int)tvb_get_ntohl(tvb, offset + 8)_  // Start after from 4 bytes timestamp.secs",1
            // Start after from 2 bytes Status and get all 10 bytes,1
"            proto_tree_add_time(sub_tree_time_stamp, hf_pn_io_rs_time_stamp_value, tvb, offset + 2, 10, &timestamp)_",1
            offset += 12_,1
    case(0x4003): /* RS_SRLObserver */,1
    case(0x4004): /* RS_SourceIdentification */,1
"        offset = dissect_RS_IdentificationInfo(tvb, offset, pinfo, tree, drep)_",1
    case(0x4010): /* SoE_DigitalInputObserver */,1
        /* SoE_DigitalInputCurrentValue */,1
"        sub_item = proto_tree_add_item(tree, hf_pn_io_soe_digital_input_current_value, tvb, offset, 2, ENC_BIG_ENDIAN)_",1
"        sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_soe_digital_input_current_value)_",1
"        dissect_dcerpc_uint16(tvb, offset, pinfo, sub_tree, drep,",1
"        hf_pn_io_soe_digital_input_current_value_value, &u16SoE_DigitalInputCurrentValueValue)_",1
"        offset = dissect_dcerpc_uint16(tvb, offset, pinfo, sub_tree, drep,",1
"            hf_pn_io_soe_digital_input_current_value_reserved, &u16SoE_DigitalInputCurrentValueReserved)_",1
/* dissect the RS_EventDataExtension */,1
"dissect_RS_EventDataExtension(tvbuff_t *tvb, int offset, packet_info *pinfo _U_,",1
"    proto_tree *tree, guint8 *drep, guint16 *u16RSBlockLength, guint16 *u16RSBlockType)",1
    guint8 u8RSExtensionBlockType_,1
    guint8 u8RSExtensionBlockLength_,1
    /* RS_ExtensionBlockType */,1
"        hf_pn_io_rs_extension_block_type, &u8RSExtensionBlockType)_",1
    *u16RSBlockLength -= 1_,1
    /* RS_ExtensionBlockLength */,1
"        hf_pn_io_rs_extension_block_length, &u8RSExtensionBlockLength)_",1
    /* Data*[Padding] * a*/,1
    while (u8RSExtensionBlockLength) {,1
        *u16RSBlockLength -= u8RSExtensionBlockLength_,1
"        offset = dissect_RS_EventDataExtension_Data(tvb, offset, pinfo, tree, drep,",1
"            &u8RSExtensionBlockLength, u16RSBlockType)_",1
/* dissect the RS_EventData */,1
"dissect_RS_EventData(tvbuff_t *tvb, int offset,",1
"    packet_info *pinfo _U_, proto_tree *tree, guint8 *drep,",1
    /* RS_EventDataCommon */,1
"    offset = dissect_RS_EventDataCommon(tvb, offset, pinfo, tree, drep, u16RSBodyLength)_",1
    /* optional: RS_EventDataExtension */,1
    while (*u16RSBodyLength > 0) {,1
"        sub_item = proto_tree_add_item(tree, hf_pn_io_rs_event_data_extension, tvb, offset, 0, ENC_NA)_",1
"        sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_rs_event_data_extension)_",1
"        offset = dissect_RS_EventDataExtension(tvb, offset, pinfo, sub_tree, drep,",1
"            u16RSBodyLength, u16RSBlockType)_",1
/* dissect the RS_EventBlock */,1
"dissect_RS_EventBlock(tvbuff_t *tvb, int offset,",1
"    packet_info *pinfo _U_, proto_tree *tree, guint8 *drep)",1
    guint16 u16RSBodyLength_,1
    guint16 u16RSBlockType_,1
"    sub_item = proto_tree_add_item(tree, hf_pn_io_rs_event_block, tvb, offset, 0, ENC_NA)_",1
"    sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_rs_event_block)_",1
    /* RS_BlockHeader */,1
"    offset = dissect_RS_BlockHeader(tvb, offset, pinfo, sub_tree, sub_item, drep,",1
"        &u16RSBodyLength, &u16RSBlockType)_",1
    /* RS_EventData */,1
"    offset = dissect_RS_EventData(tvb, offset, pinfo, sub_tree, drep,",1
/* dissect the RS_AlarmInfo */,1
"dissect_RS_AlarmInfo(tvbuff_t *tvb, int offset,",1
    guint16    u16RSAlarmInfo_,1
"    sub_item = proto_tree_add_item(tree, hf_pn_io_rs_alarm_info, tvb, offset, 2, ENC_BIG_ENDIAN)_",1
"    sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_rs_alarm_info)_",1
"        hf_pn_io_rs_alarm_info_reserved_0_7, &u16RSAlarmInfo)_",1
"        hf_pn_io_rs_alarm_info_reserved_8_15, &u16RSAlarmInfo)_",1
/* dissect the RS_EventInfo */,1
"dissect_RS_EventInfo(tvbuff_t *tvb, int offset,",1
    guint16    u16NumberofEntries_,1
"    sub_item = proto_tree_add_item(tree, hf_pn_io_rs_event_info, tvb, offset, 0, ENC_NA)_",1
"    sub_tree = proto_item_add_subtree(sub_item, ett_pn_io_rs_event_info)_",1
"        hf_pn_io_number_of_rs_event_info, &u16NumberofEntries)_",1
    while (u16NumberofEntries > 0) {,1
        u16NumberofEntries--_,1
"        offset = dissect_RS_EventBlock(tvb, offset, pinfo, sub_tree, drep)_",1
"dissect_AlarmUserStructure(tvbuff_t *tvb, int offset,",1
"    packet_info *pinfo, proto_tree *tree, proto_item *item, guint8 *drep,",1
"        guint16 *body_length, guint16 u16UserStructureIdentifier)",1
    guint16    u16ChannelNumber_,1
    guint16    u16ChannelErrorType_,1
    guint16    u16ExtChannelErrorType_,1
    guint32    u32ExtChannelAddValue_,1
    guint16    u16Index = 0_,1
    guint32    u32RecDataLen_,1
    pnio_ar_t *ar       = NULL_,1
    switch (u16UserStructureIdentifier) {,1
    case(0x8000):   /* ChannelDiagnosisData */,1
"                        hf_pn_io_channel_number, &u16ChannelNumber)_",1
"        offset = dissect_ChannelProperties(tvb, offset, pinfo, tree, item, drep)_",1
"                        hf_pn_io_channel_error_type, &u16ChannelErrorType)_",1
        *body_length -= 6_,1
    case(0x8002):   /* ExtChannelDiagnosisData */,1
        if (u16ChannelErrorType < 0x7fff),1
"            offset = dissect_dcerpc_uint16(tvb, offset, pinfo, tree, drep,",1
"                        hf_pn_io_ext_channel_error_type0, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x8000),1
"                        hf_pn_io_ext_channel_error_type0x8000, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x8001),1
"                        hf_pn_io_ext_channel_error_type0x8001, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x8002),1
"                        hf_pn_io_ext_channel_error_type0x8002, &u16ExtChannelErrorType)_",1
        else if ((u16ChannelErrorType == 0x8003)||(u16ChannelErrorType == 0x8009)),1
"                        hf_pn_io_ext_channel_error_type0x8003, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x8004),1
"                        hf_pn_io_ext_channel_error_type0x8004, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x8005),1
"                        hf_pn_io_ext_channel_error_type0x8005, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x8007),1
"                        hf_pn_io_ext_channel_error_type0x8007, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x8008),1
"                        hf_pn_io_ext_channel_error_type0x8008, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x800A),1
"                        hf_pn_io_ext_channel_error_type0x800A, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x800B),1
"                        hf_pn_io_ext_channel_error_type0x800B, &u16ExtChannelErrorType)_",1
        else if (u16ChannelErrorType == 0x800C),1
"                        hf_pn_io_ext_channel_error_type0x800C, &u16ExtChannelErrorType)_",1
"                        hf_pn_io_ext_channel_error_type, &u16ExtChannelErrorType)_",1
"                        hf_pn_io_ext_channel_add_value, &u32ExtChannelAddValue)_",1
        *body_length -= 12_,1
    case(0x8100):   /* MaintenanceItem */,1
"        offset = dissect_block(tvb, offset, pinfo, tree, drep, &u16Index, &u32RecDataLen, &ar)_",1
    case(0x8300): /* RS_AlarmInfo (Reporting System Alarm Information) */,1
    case(0x8301): /* RS_AlarmInfo */,1
    case(0x8302): /* RS_AlarmInfo */,1
"        offset = dissect_RS_AlarmInfo(tvb, offset, pinfo, tree, drep)_",1
        *body_length = 0_,1
    case(0x8303): /* RS_EventInfo (Reporting System Event Information) */,1
"        offset = dissect_RS_EventInfo(tvb, offset, pinfo, tree, drep)_",1
    /* XXX - dissect remaining user structures of [AlarmItem] */,1
    case(0x8001):   /* DiagnosisData */,1
    case(0x8003):   /* QualifiedChannelDiagnosisData */,1
        if (u16UserStructureIdentifier >= 0x8000) {,1
"            offset = dissect_pn_undecoded(tvb, offset, pinfo, tree, *body_length)_",1
"            offset = dissect_pn_user_data(tvb, offset, pinfo, tree, *body_length, ""UserData"")_",1
/* dissect the alarm notification block */,1
"dissect_AlarmNotification_block(tvbuff_t *tvb, int offset,",1
"    packet_info *pinfo, proto_tree *tree, proto_item *item, guint8 *drep, guint8 u8BlockVersionHigh, guint8 u8BlockVersionLow,",1
    guint16 body_length),1
    guint32 u32ModuleIdentNumber_,1
    guint32 u32SubmoduleIdentNumber_,1
    guint16 u16UserStructureIdentifier_,1
    if (u8BlockVersionHigh != 1 || u8BlockVersionLow != 0) {,1
"        expert_add_info_format(pinfo, item, &ei_pn_io_block_version,",1
"            ""Block version %u.%u not implemented yet!"", u8BlockVersionHigh, u8BlockVersionLow)_",1
"    offset = dissect_Alarm_header(tvb, offset, pinfo, tree, item, drep)_",1
"                        hf_pn_io_module_ident_number, &u32ModuleIdentNumber)_",1
"                        hf_pn_io_submodule_ident_number, &u32SubmoduleIdentNumber)_",1
"    offset = dissect_Alarm_specifier(tvb, offset, pinfo, tree, drep)_",1
"    proto_item_append_text(item, "", Ident:0x%x, SubIdent:0x%x"",",1
"        u32ModuleIdentNumber, u32SubmoduleIdentNumber)_",1
    body_length -= 20_,1
    /* the rest of the block contains optional: [MaintenanceItem] and/or [AlarmItem] */,1
    while (body_length) {,1
"                            hf_pn_io_user_structure_identifier, &u16UserStructureIdentifier)_",1
"        proto_item_append_text(item, "", USI:0x%x"", u16UserStructureIdentifier)_",1
        body_length -= 2_,1
"        offset = dissect_AlarmUserStructure(tvb, offset, pinfo, tree, item, drep, &body_length, u16UserStructureIdentifier)_",1
"dissect_IandM0_block(tvbuff_t *tvb, int offset,",1
"    packet_info *pinfo, proto_tree *tree, proto_item *item _U_, guint8 *drep, guint8 u8BlockVersionHigh, guint8 u8BlockVersionLow)",1
    guint8   u8VendorIDHigh_,1
    guint8   u8VendorIDLow_,1
    char    *pOrderID_,1
    char    *pIMSerialNumber_,1
    guint16  u16IMHardwareRevision_,1
    guint8   u8SWRevisionPrefix_,1
    guint8   u8IMSWRevisionFunctionalEnhancement_,1
    guint8   u8IMSWRevisionBugFix_,1
    guint8   u8IMSWRevisionInternalChange_,1
    guint16  u16IMRevisionCounter_,1
    guint16  u16IMProfileID_,1
    guint16  u16IMProfileSpecificType_,1
    guint8   u8IMVersionMajor_,1
    guint8   u8IMVersionMinor_,1
    guint16  u16IMSupported_,1
    /* x8 VendorIDHigh */,1
"                    hf_pn_io_vendor_id_high, &u8VendorIDHigh)_",1
    /* x8 VendorIDLow */,1
"                    hf_pn_io_vendor_id_low, &u8VendorIDLow)_",1
    /* c8[20] OrderID */,1
"    pOrderID = (char *)wmem_alloc(wmem_packet_scope(), 20+1)_",1
"    tvb_memcpy(tvb, (guint8 *) pOrderID, offset, 20)_",1
